ID	classes
1138912988595802112	2
1138407797043924993	2
1138274687169966081	2
1138767862691192832	2
1137585119747690496	2
1137214658899636225	2
1138380398910722049	2
1137500026811441152	2
1139386003917959175	2
1139378000032518151	2
1139575099881922560	2
1139531121526484992	2
1105440749787717633	2
1140208575068954625	2
1139634855103385600	2
1139535010975965184	2
1139505703587127296	2
1139659880422395910	2
1140508897125556224	2
1139382915182186502	2
1139998753555828736	2
1140114118516649984	2
1139699040470360064	2
388718467592896512	2
447440675726819328	2
462468018358849537	2
468568159319236608	2
514213234061361152	2
425795208538628097	2
526248727652995072	2
508637816159338496	2
363361040672636928	2
528551058977869824	2
523694099380322304	2
520822180385656832	2
471468866632425472	2
519362900734263296	2
525455964150198272	2
496854648721248257	2
435483116602286080	2
489830938453770242	2
531512413565505536	2
527208634045194241	2
521047117444681728	2
405718718056890368	2
402262398884540417	2
508321947340800001	2
528026019002064896	2
408021921188421632	2
509388682408001536	2
436960912830767104	2
429849735009013760	2
526157125098024961	2
524589895097282560	2
501443446645997568	2
494308901651623936	2
484947103744266240	2
428361019346280448	2
503111231851745280	2
474337348600090624	2
502144383844900865	2
532267551934660608	2
496515362754936832	2
516054115974012928	2
527324917511901184	2
509740776319123456	2
526207160729210880	2
506289595588165632	2
499584196890091520	2
425477596214996992	2
529289361162911744	2
428806804294746112	2
506083880953446402	2
502296205192597504	2
479297827458531328	2
513535078044295168	2
439535180496502784	2
521561079717965824	2
443607516623413248	2
453778092893667329	2
482982171318448128	2
530472403319914496	2
531561400422789121	2
526529216091664384	2
520055564676919297	2
467814644057657344	2
435252848494792704	2
512811582275850243	2
530055986040811520	2
529737205133365248	2
530065338457931776	2
520728758265737216	2
475147891888381952	2
523001501145657344	2
443608199841603585	2
450809604377944064	2
491151426085601282	2
414444677883232257	2
493247057529176064	2
498986915773702144	2
473665980925616128	2
418537374700695552	2
392649413216047104	2
499344130322231296	2
439131449174683648	2
462427820099391488	2
477511318887342081	2
493615729737216000	2
420540069980946432	2
525914535060701185	2
486758365461499904	2
515204360390066176	2
512611248685715457	2
527632000153559040	2
511938064269463553	2
376005313737945088	2
476086178073300992	2
504512189407850496	2
529822112635031553	2
412052255022776320	2
465104422909923328	2
451363031566397441	2
459518469525217280	2
513342603539267584	2
491638571372412928	2
267330915078922240	2
485346328608661504	2
519870126154584065	2
501464145938874370	2
443266873829117952	2
518794997660123136	2
278968015456964608	2
508681822226890752	2
465959764032516097	2
496079653158019072	2
515486459273289728	2
528737405063266304	2
519344510929604608	2
513212769735151616	2
468830915742142464	2
491992648085823488	2
511713452541628416	2
471563917823852544	2
417847623295315969	2
431843232402534400	2
527140614249271296	2
451058909977907201	2
527129642965413888	2
372930926839607296	2
403717165305454592	2
439872652853780480	2
517838561454739457	2
421580152313614336	2
516023984660684800	2
513797805010608128	2
497650900123811841	2
490677654727581696	2
464602171812876288	2
513215405796491266	2
448944893214216192	2
486224239704289280	2
522877339399507968	2
392122639277228032	2
521030862637649921	2
502138103050805248	2
514644881139326976	2
521808797325877248	2
524718788554391553	2
495485557557194752	2
378836560676159488	2
523598172116254720	2
489661374231228418	2
526554095264751616	2
522873685804195840	2
521338375832612865	2
531261651816022017	2
526509145592057856	2
335035985031213056	2
446411599918948352	2
511516862882922496	2
522274645756497921	2
461335319917629440	2
444758040172969985	2
455472826535776258	2
499025905541738496	2
454990942143905792	2
384501151674032128	2
496388092711141376	2
519563281594212354	2
482209371288764417	2
521407785410371584	2
524033099269947392	2
421520029562462208	2
527276438026977282	2
519930781225852928	2
530947035147808768	2
462783733104640000	2
519874816527323136	2
379077015489748992	2
395166394397892608	2
428367129256009728	2
527966953617776641	2
509105561317560320	2
504832602533277698	2
481835148783390720	2
528972406053158912	2
461694790984544256	2
453295373931401216	2
468606086137012224	2
514918700735270912	2
517164124707774465	2
510821758401015809	2
473212849754759168	2
522347659915714560	2
508448531665805312	2
370549626438287361	2
525662174933712896	2
434369806066647040	2
458293800377409537	2
396278659939450880	2
389172795974090752	2
451810906683363328	2
388520653189431297	2
524952608872869888	2
476878783803572225	2
519307293301952512	2
524670719855050753	2
505486147493982208	2
476081777032048640	2
477844565601579009	2
524736828054962176	2
420295777152299008	2
515786954395230208	2
355376201663127553	2
494302565954121728	2
529115345311653889	2
522795863857696768	2
498204605361455105	2
515314991751524353	2
500727450859360259	2
515660056235614208	2
305026246125961216	2
518069289363177472	2
515716024457383936	2
523659786899185664	2
522271951327608832	2
471468028950228993	2
513221532856750080	2
523706100580093952	2
506879071486091264	2
484149633799962624	2
463183231437660160	2
515633449043263488	2
513435568110592001	2
522823997910560768	2
430879279098769408	2
347173266760290304	2
526194511127388160	2
525356751290650625	2
517475320824614912	2
499778410752016384	2
453205184106475520	2
521136982609915904	2
386739868832776192	2
502096887022108672	2
514204846267043840	2
494985325350227969	2
465662542895788032	2
496173282580639744	2
526527392425476096	2
457052285164875776	2
519568205464215552	2
506483054349934592	2
529029906790105088	2
482949368605986816	2
497436804774371328	2
476529289114836993	2
530936319506386945	2
527918220037332992	2
529720504991887361	2
521470659327967233	2
502005168339042305	2
523638281733672961	2
478391023052140544	2
529741150979362818	2
519877436155375616	2
518658554224726016	2
508624548686999552	2
507367004891000832	2
524687669146972160	2
513341034886352896	2
480897257223770112	2
519489336266739712	2
524999931879112705	2
513775290644828160	2
408129213804204033	2
482581964788998144	2
483748879025053696	2
470474463818301440	2
529148420372824064	2
502538926993588224	2
506569370936422400	2
461639843861127168	2
513577201116405760	2
503626326519996416	2
507012486877298688	2
520426107854921728	2
519525110173417472	2
520279533942235137	2
480115424278110209	2
490987149999628288	2
507531114840608768	2
455083853393051648	2
508347958429900800	2
501248049583099904	2
512836272985878528	2
526874741840547840	2
424272576987152384	2
512398606041882624	2
524027005202100224	2
465889046628032512	2
493586705354878976	2
508284884323160064	2
518862338070691840	2
508797677333938177	2
498265748154748929	2
465675488145735680	2
488507049740107776	2
444881999988142080	2
483601288274268163	2
508698764841082880	2
501834643990011904	2
522835936690704384	2
504451818588758017	2
521550050460053505	2
466978857812516864	2
459320554852712448	2
460636410605600768	2
481266625753010176	2
502071770023985152	2
464415684689010689	2
505631995331088384	2
388079333304061952	2
461350279451901952	2
492771475120979968	2
391059026017910784	2
431160535875592192	2
477145527642226690	2
432592244005031938	2
491640712027320322	2
443054657276231680	2
527570208555565057	2
497079876906909696	2
522127083351584768	2
525272303056453632	2
530548195529478144	2
512445354772807680	2
518313890711896064	2
516761364313153537	2
296108739520499712	2
519128354398560256	2
504750932463079425	2
485173156756221954	2
509878514720702464	2
517050558687870977	2
446075996186230784	2
429033702425780224	2
512288804955099136	2
501960951219093505	2
431264671715557378	2
504091400346947584	2
488441129579200512	2
508615588898697216	2
499417081436446721	2
530349541615087617	2
461219488180883456	2
508791135754403840	2
505156231733202946	2
481476062849675264	2
464482279335927809	2
499769516130193408	2
526815776876269568	2
501610989003866112	2
414620291751768064	2
427839010908545025	2
425047118173052928	2
518946401347444737	2
489909262169034753	2
512436996371783680	2
412597590174101504	2
504372661787836417	2
496565009334284288	2
457346346442571776	2
528895792837586944	2
511477804400398336	2
460569212767858690	2
511948574096363521	2
469491069982232577	2
504995310259949568	2
530072122895265792	2
517299733917085696	2
379913744412712960	2
481270841653882880	2
484902172920778753	2
528686687552278529	2
526018421113511936	2
449014610059067392	2
525091929634385921	2
449953263581167617	2
462778690489708544	2
419340376801947648	2
522934379010478080	2
464239959881572352	2
498383404942254082	2
499800529732902912	2
529162931787665408	2
508335043047993344	2
528171349806567425	2
506473505962352641	2
511235130933796864	2
501924640823214080	2
520316944449544192	2
412641176588525568	2
525741972435120128	2
518056687115452416	2
523600442950189057	2
492400299701993472	2
510103464500686848	2
523129964775096320	2
443230333849186304	2
516748510679818240	2
499782038799790080	2
511966974868353024	2
351051788012646400	2
446350625576878080	2
478353349104783360	2
523871382871228416	2
487255104265797632	2
440293911806738432	2
515316421459730432	2
513402206562045954	2
472849889357873152	2
495249010232270848	2
531254119848488961	2
525418497548230656	2
528427935829856256	2
481104152165376000	2
517130934764961792	2
487013148541857792	2
502943010947358720	2
384494826835939328	2
530696279282941952	2
271842007423520769	2
488876398749040640	2
414168537486589952	2
525704790886854657	2
351008465247952896	2
529760031320059905	2
530871346603884544	2
521845930723921921	2
531632120306106368	2
514864369771896832	2
445439656348250113	2
433469746630373376	2
531533526923878401	2
511668429066371072	2
525132046579302400	2
525035429708304384	2
407945731681841152	2
433728074417725441	2
447417948378902530	2
499313043680264192	2
493939256276942849	2
518281355151802368	2
519299785111912450	2
519972307326885888	2
476345030576439296	2
430002786466795520	2
525447567182929920	2
510784716996636672	2
531624651592855553	2
513525453785931776	2
442476341623934976	2
476132278293520384	2
509760878091448320	2
492767985040236545	2
515156480144977920	2
431862394927579136	2
520303317000679424	2
353761173524598784	2
464833400546017280	2
526184798302515200	2
527489652027314176	2
528320238593802241	2
440319738380845056	2
458404271579742208	2
144985420088885250	2
524609670850572289	2
507336993236586496	2
472757533648904192	2
450162541877293056	2
333757767951192064	2
527576124100849665	2
528953224502734848	2
526634434804461568	2
495336869954355202	2
525069985522397184	2
528747933978873856	2
520426000304197632	2
526615220614356992	2
508251744015749120	2
501618138191245313	2
493204932455956482	2
416331767382290432	2
375068711775780864	2
850755502216814593	2
848598526858862597	2
848028080576888832	2
848897907893968898	2
849805291063394305	2
850271643133820929	2
848788835009953793	2
847950590780989440	2
849307515259162625	2
848287267579973634	2
848377839384760320	2
849385751611678722	2
848223073744687104	2
850442342930628608	2
848610228967010305	2
850445140497924096	2
847814569514893312	2
849330953017323523	2
849612382443884544	2
847895859316404224	2
847502739768655872	2
848031733815676928	2
849095048599920641	2
848660988442423301	2
847587989010231296	2
850775345489997824	2
848153754495057922	2
848660766131703810	2
850399120628097024	2
847489351550246917	2
849394098272337920	2
849141571794685953	2
849464319288987650	2
850190600792047616	2
849529523943206914	2
847837759825784832	2
847564307994947584	2
848422735202177025	2
847563695597117441	2
850546701383413760	2
849500277053018112	2
849464126367830017	2
850684115179274240	2
848652918605656064	2
848456222508367872	2
849282894682050564	2
849963919619891201	2
848497775516024832	2
849106641635221505	2
847951228319485952	2
518251068367859712	2
517151693473980416	2
848033793214697472	2
850175245419937792	2
848549801624862720	2
849635706959998978	2
850003446732382209	2
850786733033697280	2
849832625334353920	2
849320349825196032	2
850518402422722560	2
848709696915619840	2
848399410698440704	2
849473861343162368	2
505103802631213059	2
498395534143389696	2
848013467621707777	2
849574897940606976	2
848629719926923264	2
847472133957496832	2
850766994609774594	2
847641869030793216	2
848993277986701312	2
850533292201922569	2
847833372575412225	2
849636831033532417	2
847442505402535945	2
848712888781082624	2
849285520308011008	2
850271915751034881	2
847595933021855746	2
530437141852340225	2
850479303125082112	2
847620461324148736	2
848607276206129152	2
849466861037158400	2
848624317655121922	2
849651292989345792	2
848693716621684736	2
849699368085147648	2
848642432832946176	2
847477691414597632	2
530229810807574528	2
848601639057575936	2
516409766646923265	2
849464847800696832	2
849562231129993216	2
848772137494228992	2
849394278623260672	2
848522421229498368	2
848772221392826368	2
850810594433355777	2
848050964665741312	2
849860504852082688	2
850231658812915713	2
849681198360125440	2
848749437950328832	2
849679717800325121	2
849382199040368645	2
849799511312666624	2
850203112413437952	2
847453385414529024	2
848029481466023938	2
848776730277969920	2
848360818907414528	2
848630625879953408	2
848032107096141825	2
850104290387644417	2
849278255786061824	2
848751673489195008	2
849606829168627712	2
848994896979656706	2
849956671858376706	2
850822980179460101	2
849642430437761025	2
849532099245821952	2
849858168628883456	2
848143742695604225	2
848712888781086720	2
848775304210284544	2
847572759504855040	2
849790577449119744	2
850326961809444864	2
849644108142522369	2
849137192928768001	2
848666843686502403	2
847588160984973312	2
848279461963476992	2
850564778846072832	2
848343156664020993	2
849669596940386304	2
848349787858628608	2
849529020639313920	2
849069652080807936	2
849007123400937472	2
847628061403000832	2
847986041055318016	2
848992615307632640	2
849108092876804096	2
850516674386182145	2
850740398557450241	2
847416362297196548	2
850633208916045824	2
847942680348852226	2
848844799641833472	2
848658392189161472	2
848268711983284224	2
848042433480970240	2
848155956500365313	2
850399506491486219	2
848230451525419008	2
850740943787393025	2
850030718122053632	2
849766606964183040	2
849374141782384640	2
849794801084108804	2
848875522885120000	2
849459126757412864	2
848784875612250112	2
849364276749901824	2
849662697293529089	2
849004841678639105	2
848209240921702401	2
848635319301939201	2
847871477844258816	2
848499407091847168	2
850299027740663808	2
848086276507131904	2
848188202317889536	2
849765529049071617	2
848336739374641153	2
848414615042105348	2
848742278260719617	2
850166336747655168	2
849345255593922563	2
847492505683640320	2
850337384638156800	2
850355919258963968	2
849540999563161601	2
850785659291828224	2
848016458122657792	2
848570454415507457	2
848311833597538304	2
